Player,country,Nation,Squad,Age,Weekly Wages,Annual Wages,Year,
Erik Hurtado,us, USA,Sporting Kansas City,29,"$3,365 ","$175,000 ",2020,
Tom Thompson,us, USA,San Jose Earthquakes,24,"$3,365 ","$175,000 ",2020,
Jeff Attinella,us, USA,Portland Timbers,31,"$3,365 ","$175,000 ",2020,
Jere Ebobisse,us, USA,Portland Timbers,22,"$3,365 ","$175,000 ",2020,
Bobby Shuttleworth,us, USA,Chicago Fire,32,"$3,365 ","$175,000 ",2020,
Fafà Picault,us, USA,FC Dallas,28,"$3,346 ","$174,000 ",2020,
Julio Cascante,cr, CRC,Portland Timbers,26,"$3,269 ","$170,004 ",2020,
Ulises Segura,cr, CRC,DC United,26,"$3,269 ","$170,000 ",2020,
Russell Teibert,ca, CAN,Vancouver Whitecaps,27,"$3,269 ","$170,000 ",2020,
Brandon Vazquez,us, USA,FC Cincinnati,21,"$3,269 ","$170,000 ",2020,
Joe Gyau,us, USA,FC Cincinnati,27,"$3,250 ","$169,000 ",2020,
Mark-Anthony Kaye,ca, CAN,LAFC,25,"$3,197 ","$166,248 ",2020,
Thomas McNamara,us, USA,Houston Dynamo,28,"$3,173 ","$165,000 ",2020,
Joe Willis,us, USA,Nashville SC,31,"$3,173 ","$165,000 ",2020,
Chris Seitz,us, USA,DC United,32,"$3,173 ","$165,000 ",2020,
Jordan Harvey,us, USA,LAFC,36,"$3,173 ","$165,000 ",2020,
Warren Creavalle,us, USA,Philadelphia Union,29,"$3,115 ","$162,000 ",2020,
Zarek Valentin,pr, PUR,Houston Dynamo,28,"$3,077 ","$160,000 ",2020,
Brandon Servania,us, USA,FC Dallas,20,"$3,077 ","$160,000 ",2020,
Ruan,br, BRA,Orlando City SC,24,"$3,077 ","$160,000 ",2020,
Waylon Francis,cr, CRC,Columbus Crew,29,"$3,077 ","$160,000 ",2020,
Anthony Jackson-Hamel,ca, CAN,Montreal Impact,26,"$3,077 ","$160,000 ",2020,
Nick DeLeon,us, USA,Toronto FC,29,"$3,068 ","$159,528 ",2020,
Junior Moreno,ve, VEN,DC United,26,"$3,058 ","$159,000 ",2020,
Anton Walkes,eng, ENG,Atlanta United,22,"$3,000 ","$156,000 ",2020,
Henry Kessler,us, USA,New England Revolution,21,"$3,000 ","$156,000 ",2020,
Ryan Raposo,ca, CAN,Vancouver Whitecaps,20,"$3,000 ","$156,000 ",2020,
Jim Medranda,co, COL,Nashville SC,25,"$2,981 ","$155,004 ",2020,
Marlon Hairston,us, USA,Minnesota United,25,"$2,981 ","$155,004 ",2020,
Richard Sánchez,mx, MEX,Sporting Kansas City,25,"$2,942 ","$153,000 ",2020,
Keegan Rosenberry,us, USA,Colorado Rapids,26,"$2,908 ","$151,195 ",2020,
Ema Twumasi,gh, GHA,FC Dallas,22,"$2,885 ","$150,000 ",2020,
Joseph Mora,cr, CRC,DC United,27,"$2,885 ","$150,000 ",2020,
Tesho Akindele,ca, CAN,Orlando City SC,27,"$2,885 ","$150,000 ",2020,
Keaton Parks,us, USA,New York City FC,22,"$2,885 ","$150,000 ",2020,
Amro Tarek,eg, EGY,New York Red Bulls,27,"$2,885 ","$150,000 ",2020,
Dejan Jakovic,ca, CAN,LAFC,34,"$2,885 ","$150,000 ",2020,
Aljaž Ivačič,si, SVN,Portland Timbers,26,"$2,885 ","$150,000 ",2020,
Andy Polo,pe, PER,Portland Timbers,25,"$2,885 ","$150,000 ",2020,
Daniel Steres,us, USA,LA Galaxy,29,"$2,885 ","$150,000 ",2020,
Mike Azira,,,Chicago Fire,32,"$2,827 ","$147,000 ",2020,
Alejandro Fuenmayor,ve, VEN,Houston Dynamo,23,"$2,789 ","$145,008 ",2020,
Miles Robinson,us, USA,Atlanta United,22,"$2,788 ","$145,000 ",2020,
Abu Danladi,gh, GHA,Nashville SC,24,"$2,788 ","$145,000 ",2020,
Jackson Yueill,us, USA,San Jose Earthquakes,22,"$2,788 ","$145,000 ",2020,
Joe Bendik,us, USA,Philadelphia Union,30,"$2,769 ","$144,000 ",2020,
Dániel Sallói,hu, HUN,Sporting Kansas City,23,"$2,769 ","$144,000 ",2020,
Scott Caldwell,us, USA,New England Revolution,28,"$2,737 ","$142,313 ",2020,
Steve Clark,us, USA,Portland Timbers,33,"$2,692 ","$140,000 ",2020,
Nick Hagglund,us, USA,FC Cincinnati,27,"$2,644 ","$137,504 ",2020,
Francis Atuahene,gh, GHA,FC Dallas,23,"$2,596 ","$135,000 ",2020,
Seth Sinovic,us, USA,New England Revolution,33,"$2,596 ","$135,000 ",2020,
Lalas Abubakar,gh, GHA,Colorado Rapids,25,"$2,596 ","$135,000 ",2020,
Alex DeJohn,us, USA,Orlando City SC,28,"$2,596 ","$135,000 ",2020,
Mason Toye,us, USA,Minnesota United,21,"$2,596 ","$135,000 ",2020,
J.T. Marcinkowski,us, USA,San Jose Earthquakes,22,"$2,596 ","$135,000 ",2020,
Fabian Herbers,de, GER,Chicago Fire,26,"$2,596 ","$135,000 ",2020,
Samuel Piette,ca, CAN,Montreal Impact,25,"$2,596 ","$135,000 ",2020,
Ryan Meara,us, USA,New York Red Bulls,29,"$2,538 ","$132,000 ",2020,
Ashtone Morgan,ca, CAN,Real Salt Lake,28,"$2,538 ","$132,000 ",2020,
Donny Toia,us, USA,Real Salt Lake,27,"$2,524 ","$131,254 ",2020,
Clint Irwin,us, USA,Colorado Rapids,30,"$2,423 ","$126,000 ",2020,
Jim Maurer,us, USA,FC Dallas,31,"$2,404 ","$125,000 ",2020,
Shane O'Neill,us, USA,Seattle Sounders FC,26,"$2,404 ","$125,000 ",2020,
Jordan Hamilton,ca, CAN,Columbus Crew,23,"$2,404 ","$124,992 ",2020,
Alex Muyl,us, USA,New York Red Bulls,24,"$2,380 ","$123,750 ",2020,
Alejandro Guido,us, USA,LAFC,25,"$2,308 ","$120,000 ",2020,
Jake Nerwinski,,,Vancouver Whitecaps,25,"$2,308 ","$120,000 ",2020,
Eric Calvillo,sv, SLV,San Jose Earthquakes,22,"$2,308 ","$120,000 ",2020,
Jay Chapman,ca, CAN,Inter Miami,26,"$2,308 ","$120,000 ",2020,
Eryk Williamson,us, USA,Portland Timbers,22,"$2,308 ","$120,000 ",2020,
Cristhian Cásseres Jr,,,New York Red Bulls,20,"$2,288 ","$119,000 ",2020,
Brent Kallman,us, USA,Minnesota United,29,"$2,269 ","$118,000 ",2020,
Julian Gressel,us, USA,DC United,26,"$2,197 ","$114,250 ",2020,
Brad Knighton,us, USA,New England Revolution,34,"$2,139 ","$111,253 ",2020,
Djordje Mihailovic,us, USA,Chicago Fire,21,"$2,135 ","$111,000 ",2020,
Thomas Roberts,us, USA,FC Dallas,18,"$2,115 ","$110,000 ",2020,
Danilo Acosta,hn, HON,LA Galaxy,22,"$2,115 ","$110,000 ",2020,
Frankie Amaya,us, USA,FC Cincinnati,19,"$2,115 ","$110,000 ",2020,
Eric Miller,us, USA,Nashville SC,27,"$2,088 ","$108,550 ",2020,
James Sands,us, USA,New York City FC,19,"$2,019 ","$105,000 ",2020,
Pablo Sisniega,mx, MEX,LAFC,24,"$2,019 ","$105,000 ",2020,
David Romney,us, USA,Nashville SC,26,"$1,962 ","$102,000 ",2020,
Jalil Anibaba,us, USA,Nashville SC,31,"$1,947 ","$101,250 ",2020,
Alec Kann,us, USA,Atlanta United,29,"$1,923 ","$100,008 ",2020,
Bill Tuiloma,nz, NZL,Portland Timbers,24,"$1,923 ","$100,008 ",2020,
Quentin Westberg,us, USA,Toronto FC,33,"$1,923 ","$100,000 ",2020,
Paxton Pokal,us, USA,FC Dallas,20,"$1,923 ","$100,000 ",2020,
Mo Adams,eng, ENG,Atlanta United,23,"$1,923 ","$100,000 ",2020,
Jonathan Lewis,us, USA,Colorado Rapids,22,"$1,923 ","$100,000 ",2020,
Brad Stuver,us, USA,New York City FC,28,"$1,923 ","$100,000 ",2020,
Derek Cornelius,ca, CAN,Vancouver Whitecaps,22,"$1,923 ","$100,000 ",2020,
Andrew Gutman,us, USA,FC Cincinnati,23,"$1,923 ","$100,000 ",2020,
Shamit Shome,ca, CAN,Montreal Impact,22,"$1,923 ","$100,000 ",2020,
Clément Diop,sn, SEN,Montreal Impact,26,"$1,885 ","$98,000 ",2020,
Daniel Lovitz,us, USA,Nashville SC,28,"$1,874 ","$97,453 ",2020,
Chris Mueller,us, USA,Orlando City SC,23,"$1,839 ","$95,625 ",2020,
Auston Trusty,us, USA,Colorado Rapids,21,"$1,827 ","$95,000 ",2020,
Brian Rowe,us, USA,Orlando City SC,31,"$1,827 ","$95,000 ",2020,
JJ Williams,us, USA,Columbus Crew,22,"$1,827 ","$95,000 ",2020,
Grant Lillard,us, USA,Inter Miami,24,"$1,827 ","$95,000 ",2020,
Maxime Crépeau,ca, CAN,Vancouver Whitecaps,25,"$1,808 ","$94,000 ",2020,
Latif Blessing,gh, GHA,LAFC,23,"$1,803 ","$93,750 ",2020,
Kortne Ford,us, USA,Colorado Rapids,24,"$1,779 ","$92,496 ",2020,
Griffin Dorsey,us, USA,Toronto FC,20,"$1,731 ","$90,000 ",2020,
Tanner Tessmann,us, USA,FC Dallas,18,"$1,731 ","$90,000 ",2020,
Tajon Buchanan,ca, CAN,New England Revolution,20,"$1,731 ","$90,000 ",2020,
Donovan Pines,us, USA,DC United,21,"$1,731 ","$90,000 ",2020,
Jack De Vries,us, USA,Philadelphia Union,17,"$1,731 ","$90,000 ",2020,
Andrés Perea,us, USA,Orlando City SC,19,"$1,731 ","$90,000 ",2020,
Gianluca Busio,us, USA,Sporting Kansas City,17,"$1,731 ","$90,000 ",2020,
Aboubacar Keita,us, USA,Columbus Crew,19,"$1,731 ","$90,000 ",2020,
Theo Bair,ca, CAN,Vancouver Whitecaps,20,"$1,731 ","$90,000 ",2020,
Andrés Reyes,co, COL,Inter Miami,20,"$1,731 ","$90,000 ",2020,
Chris Duvall,us, USA,Portland Timbers,28,"$1,731 ","$90,000 ",2020,
Eric Lopez,us, USA,LA Galaxy,20,"$1,731 ","$90,000 ",2020,
Luis Binks,eng, ENG,Montreal Impact,18,"$1,731 ","$90,000 ",2020,
Kenneth Kronholm,de, GER,Chicago Fire,34,"$1,692 ","$87,996 ",2020,
Aaron Herrera,us, USA,Real Salt Lake,22,"$1,654 ","$86,000 ",2020,
Alfonso Ocampo-Chavez,us, USA,Seattle Sounders FC,17,"$1,644 ","$85,500 ",2020,
Andre Shinyashiki,br, BRA,Colorado Rapids,24,"$1,635 ","$85,000 ",2020,
Benji Michel,us, USA,Orlando City SC,22,"$1,635 ","$85,000 ",2020,
Nick Besler,us, USA,Real Salt Lake,26,"$1,635 ","$85,000 ",2020,
Brandt Bronico,us, USA,Chicago Fire,24,"$1,635 ","$85,000 ",2020,
Juan Torres,,,New York City FC,20,"$1,625 ","$84,500 ",2020,
Nouhou Tolo,cm,CMR,Seattle Sounders FC,22,"$1,615 ","$84,000 ",2020,
Memo Rodriguez,us, USA,Houston Dynamo,24,"$1,587 ","$82,500 ",2020,
Reggie Cannon,us, USA,FC Dallas,21,"$1,543 ","$80,250 ",2020,
Marco Farfan,us, USA,Portland Timbers,21,"$1,543 ","$80,250 ",2020,
Jalen Robinson,us, USA,DC United,25,"$1,539 ","$80,004 ",2020,
Dante Sealy,us, USA,FC Dallas,16,"$1,538 ","$80,000 ",2020,
John Nelson,us, USA,FC Dallas,21,"$1,538 ","$80,000 ",2020,
Ricardo Pepi,us, USA,FC Dallas,17,"$1,538 ","$80,000 ",2020,
Daniel Armando Ríos,mx, MEX,Nashville SC,24,"$1,538 ","$80,000 ",2020,
Justin Rennicks,us, USA,New England Revolution,20,"$1,538 ","$80,000 ",2020,
Sam Vines,us, USA,Colorado Rapids,20,"$1,538 ","$80,000 ",2020,
Omir Fernandez,us, USA,New York Red Bulls,20,"$1,538 ","$80,000 ",2020,
Gilbert Fuentes,us, USA,San Jose Earthquakes,17,"$1,538 ","$80,000 ",2020,
Julian Araujo,mx, MEX,LA Galaxy,18,"$1,538 ","$80,000 ",2020,
Tyler Miller,us, USA,Minnesota United,26,"$1,492 ","$77,565 ",2020,
Cody Cropper,us, USA,Houston Dynamo,26,"$1,491 ","$77,520 ",2020,
Dayne St. Clair,ca, CAN,Minnesota United,22,"$1,481 ","$77,000 ",2020,
Matt Turner,us, USA,New England Revolution,25,"$1,460 ","$75,938 ",2020,
Cory Burke,jm, JAM,Philadelphia Union,28,"$1,460 ","$75,938 ",2020,
Efrain Alvarez,mx, MEX,LA Galaxy,17,"$1,452 ","$75,500 ",2020,
George Bello,us, USA,Atlanta United,18,"$1,442 ","$75,000 ",2020,
Derrick Jones,us, USA,Nashville SC,22,"$1,442 ","$75,000 ",2020,
Cole Bassett,us, USA,Colorado Rapids,18,"$1,442 ","$75,000 ",2020,
Jaylin Lindsey,us, USA,Sporting Kansas City,19,"$1,442 ","$75,000 ",2020,
Siad Haji,so,SOM,San Jose Earthquakes,20,"$1,442 ","$75,000 ",2020,
Ethan Zubak,us, USA,LA Galaxy,21,"$1,442 ","$75,000 ",2020,
Deklan Wynne,nz, NZL,Colorado Rapids,24,"$1,428 ","$74,250 ",2020,
Sebastien Ibeagha,us, USA,New York City FC,28,"$1,428 ","$74,250 ",2020,
Andre Rawls,us, USA,Colorado Rapids,28,"$1,392 ","$72,361 ",2020,
Mikey Ambrose,us, USA,Inter Miami,26,"$1,391 ","$72,352 ",2020,
Tony Rocha,bz,BLZ,New York City FC,26,"$1,391 ","$72,347 ",2020,
Mark McKenzie,us, USA,Philadelphia Union,20,"$1,389 ","$72,225 ",2020,
Maikel Chang,cu,CUB,Real Salt Lake,28,"$1,385 ","$72,000 ",2020,
Zachary Brault-Guillard,ca, CAN,Montreal Impact,21,"$1,385 ","$72,000 ",2020,
Matt Bersano,us, USA,San Jose Earthquakes,27,"$1,378 ","$71,667 ",2020,
Spencer Richey,us, USA,FC Cincinnati,27,"$1,378 ","$71,667 ",2020,
Niko Hansen,dk, DEN,Houston Dynamo,25,"$1,378 ","$71,663 ",2020,
Jacori Hayes,,,Minnesota United,24,"$1,378 ","$71,663 ",2020,
Liam Fraser,ca, CAN,Toronto FC,21,"$1,363 ","$70,875 ",2020,
Kyle Zobeck,us, USA,FC Dallas,29,"$1,363 ","$70,875 ",2020,
Olivier Mbaizo,cm, CMR,Philadelphia Union,22,"$1,363 ","$70,875 ",2020,
Mason Stajduhar,us, USA,Orlando City SC,22,"$1,363 ","$70,875 ",2020,
Wan Kuzain,my, MAS,Sporting Kansas City,21,"$1,363 ","$70,875 ",2020,
Jordy Delem,mq, MTQ,Seattle Sounders FC,26,"$1,363 ","$70,875 ",2020,
Bryan Meredith,us, USA,Vancouver Whitecaps,30,"$1,363 ","$70,875 ",2020,
Luis Felipe,br, BRA,San Jose Earthquakes,24,"$1,363 ","$70,875 ",2020,
Andrew Putna,us, USA,Real Salt Lake,25,"$1,363 ","$70,875 ",2020,
Jorge Luis Corrales,cu, CUB,Montreal Impact,28,"$1,363 ","$70,875 ",2020,
Florian Valot,fr, FRA,New York Red Bulls,26,"$1,363 ","$70,872 ",2020,
Anthony Fontana,us, USA,Philadelphia Union,20,"$1,351 ","$70,260 ",2020,
Maynor Figueroa,hn, HON,Houston Dynamo,36,"$1,351 ","$70,250 ",2020,
Michael Salazar,bz, BLZ,Houston Dynamo,27,"$1,351 ","$70,250 ",2020,
Tsubasa Endoh,jp, JPN,Toronto FC,26,"$1,351 ","$70,250 ",2020,
Bryan Reynolds,us, USA,FC Dallas,18,"$1,351 ","$70,250 ",2020,
Callum Montgomery,ca, CAN,FC Dallas,22,"$1,351 ","$70,250 ",2020,
Edwin Cerrillo,us, USA,FC Dallas,19,"$1,351 ","$70,250 ",2020,
Brendan Moore,us, USA,Atlanta United,27,"$1,351 ","$70,250 ",2020,
Cameron Lancaster,eng, ENG,Nashville SC,27,"$1,351 ","$70,250 ",2020,
Isaac Angking,pr, PUR,New England Revolution,20,"$1,351 ","$70,250 ",2020,
Nicolas Firmino,us, USA,New England Revolution,19,"$1,351 ","$70,250 ",2020,
Griffin Yow,us, USA,DC United,17,"$1,351 ","$70,250 ",2020,
Oniel Fisher,jm, JAM,DC United,28,"$1,351 ","$70,250 ",2020,
Kyle Smith,us, USA,Orlando City SC,28,"$1,351 ","$70,250 ",2020,
Eric Dick,us, USA,Sporting Kansas City,25,"$1,351 ","$70,250 ",2020,
Tyler Freeman,us, USA,Sporting Kansas City,17,"$1,351 ","$70,250 ",2020,
Matt Lampson,us, USA,Columbus Crew,30,"$1,351 ","$70,250 ",2020,
Justin Dhillon,us, USA,Seattle Sounders FC,24,"$1,351 ","$70,250 ",2020,
Stefan Cleveland,us, USA,Seattle Sounders FC,25,"$1,351 ","$70,250 ",2020,
Kendall McIntosh,us, USA,New York Red Bulls,26,"$1,351 ","$70,250 ",2020,
Kyle Duncan,us, USA,New York Red Bulls,22,"$1,351 ","$70,250 ",2020,
Tristan Blackmon,us, USA,LAFC,23,"$1,351 ","$70,250 ",2020,
Tosaint Ricketts,ca, CAN,Vancouver Whitecaps,32,"$1,351 ","$70,250 ",2020,
Renzo Zambrano,ve, VEN,Portland Timbers,25,"$1,351 ","$70,250 ",2020,
Emil Cuello,us, USA,LA Galaxy,23,"$1,351 ","$70,250 ",2020,
Saad Abdul-Salaam,us, USA,FC Cincinnati,28,"$1,351 ","$70,250 ",2020,
David Ochoa,us, USA,Real Salt Lake,19,"$1,351 ","$70,250 ",2020,
Erik Holt,us, USA,Real Salt Lake,23,"$1,351 ","$70,250 ",2020,
Justin Portillo,us, USA,Real Salt Lake,27,"$1,351 ","$70,250 ",2020,
Tate Schmitt,us, USA,Real Salt Lake,22,"$1,351 ","$70,250 ",2020,
Raheem Edwards,ca, CAN,Chicago Fire,24,"$1,351 ","$70,250 ",2020,
Ballou Tabla,ca, CAN,Montreal Impact,20,"$1,351 ","$70,250 ",2020,
James Pantemis,ca, CAN,Montreal Impact,22,"$1,351 ","$70,250 ",2020,
Corey Baird,us, USA,Real Salt Lake,24,"$1,346 ","$70,008 ",2020,
Jahkeele Marshall-Rutty,ca, CAN,Toronto FC,15,"$1,346 ","$70,000 ",2020,
Jesús Ferreira,us, USA,FC Dallas,19,"$1,346 ","$70,000 ",2020,
Adam Jahn,us, USA,Atlanta United,29,"$1,346 ","$70,000 ",2020,
George Campbell,us, USA,Atlanta United,18,"$1,346 ","$70,000 ",2020,
Adrian Zendejas,mx, MEX,Nashville SC,24,"$1,346 ","$70,000 ",2020,
Ken Tribbett,us, USA,Nashville SC,27,"$1,346 ","$70,000 ",2020,
Matt LaGrassa,us, USA,Nashville SC,27,"$1,346 ","$70,000 ",2020,
Miguel Nazarit,co, COL,Nashville SC,22,"$1,346 ","$70,000 ",2020,
Taylor Washington,us, USA,Nashville SC,26,"$1,346 ","$70,000 ",2020,
Younes Namli,dk, DEN,Colorado Rapids,25,"$1,346 ","$70,000 ",2020,
Earl Edwards Jr.,us, USA,DC United,28,"$1,346 ","$70,000 ",2020,
Moses Nyeman,us, USA,DC United,16,"$1,346 ","$70,000 ",2020,
Brenden Aaronson,us, USA,Philadelphia Union,19,"$1,346 ","$70,000 ",2020,
Matt Freese,us, USA,Philadelphia Union,21,"$1,346 ","$70,000 ",2020,
David Loera,us, USA,Orlando City SC,21,"$1,346 ","$70,000 ",2020,
Rodrigo Schlegel,ar, ARG,Orlando City SC,22,"$1,346 ","$70,000 ",2020,
Santiago Patiño,us, USA,Orlando City SC,22,"$1,346 ","$70,000 ",2020,
Amadou Dia,us, USA,Sporting Kansas City,26,"$1,346 ","$70,000 ",2020,
Felipe Hernandez,us, USA,Sporting Kansas City,21,"$1,346 ","$70,000 ",2020,
Aidan Morris,us, USA,Columbus Crew,18,"$1,346 ","$70,000 ",2020,
Jon Kempin,us, USA,Columbus Crew,26,"$1,346 ","$70,000 ",2020,
Miguel Berry,es, ESP,Columbus Crew,22,"$1,346 ","$70,000 ",2020,
Mandela Egbo,eng, ENG,New York Red Bulls,22,"$1,346 ","$70,000 ",2020,
Bryce Duke,us, USA,LAFC,18,"$1,346 ","$70,000 ",2020,
Daniel Musovski,us, USA,LAFC,24,"$1,346 ","$70,000 ",2020,
Josh Pérez,,,LAFC,22,"$1,346 ","$70,000 ",2020,
Fred Emmings,us, USA,Minnesota United,15,"$1,346 ","$70,000 ",2020,
Greg Ranjitsingh,tt, TRI,Minnesota United,26,"$1,346 ","$70,000 ",2020,
James Musa,nz, NZL,Minnesota United,27,"$1,346 ","$70,000 ",2020,
Cristián Gutiérrez,cl, CHI,Vancouver Whitecaps,22,"$1,346 ","$70,000 ",2020,
Gianfranco Facchineri,ca, CAN,Vancouver Whitecaps,17,"$1,346 ","$70,000 ",2020,
Patrick Metcalfe,ca, CAN,Vancouver Whitecaps,21,"$1,346 ","$70,000 ",2020,
Jack Skahan,us, USA,San Jose Earthquakes,21,"$1,346 ","$70,000 ",2020,
Oswaldo Alanís,mx, MEX,San Jose Earthquakes,30,"$1,346 ","$70,000 ",2020,
Drake Callender,us, USA,Inter Miami,22,"$1,346 ","$70,000 ",2020,
Dylan Nealis,us, USA,Inter Miami,21,"$1,346 ","$70,000 ",2020,
George Acosta,us, USA,Inter Miami,20,"$1,346 ","$70,000 ",2020,
Jerome Kiesewetter,us, USA,Inter Miami,26,"$1,346 ","$70,000 ",2020,
John McCarthy,us, USA,Inter Miami,27,"$1,346 ","$70,000 ",2020,
Andrés Flores,sv, SLV,Portland Timbers,29,"$1,346 ","$70,000 ",2020,
Felipe Mora,cl, CHI,Portland Timbers,26,"$1,346 ","$70,000 ",2020,
Diedie Traoré,fr, FRA,LA Galaxy,21,"$1,346 ","$70,000 ",2020,
Bobby Edwards,us, USA,FC Cincinnati,24,"$1,346 ","$70,000 ",2020,
Rey Ortiz,,,FC Cincinnati,23,"$1,346 ","$70,000 ",2020,
Alvin Jones,tt, TRI,Real Salt Lake,25,"$1,346 ","$70,000 ",2020,
Connor Sparrow,us, USA,Chicago Fire,25,"$1,346 ","$70,000 ",2020,
Mauricio Pineda,us, USA,Chicago Fire,22,"$1,346 ","$70,000 ",2020,
Miguel Navarro,ve, VEN,Chicago Fire,20,"$1,346 ","$70,000 ",2020,
Mathieu Choiniere,ca, CAN,Montreal Impact,20,"$1,346 ","$70,000 ",2020,
Matt Hundley,us, USA,Colorado Rapids,19,"$1,250 ","$65,000 ",2020,
Jacob Akanyirige,us, USA,San Jose Earthquakes,18,"$1,197 ","$62,225 ",2020,
Clement Bayiha,ca, CAN,Montreal Impact,20,"$1,188 ","$61,750 ",2020,
Nick DePuy,,,LA Galaxy,25,"$1,154 ","$60,000 ",2020,
Gaga Slonina,us, USA,Chicago Fire,15,"$1,154 ","$60,000 ",2020,
Brandon Bye,us, USA,New England Revolution,24,"$1,153 ","$59,950 ",2020,
Ben Mines,us, USA,New York Red Bulls,19,"$1,101 ","$57,229 ",2020,
Michael Nelson,us, USA,Houston Dynamo,24,"$1,100 ","$57,225 ",2020,
Jefferson Caldwell,us, USA,New England Revolution,23,"$1,100 ","$57,225 ",2020,
Niki Jackson,us, USA,Colorado Rapids,24,"$1,100 ","$57,225 ",2020,
Matthew Real,us, USA,Philadelphia Union,20,"$1,100 ","$57,225 ",2020,
Graham Smith,us, USA,Sporting Kansas City,24,"$1,100 ","$57,225 ",2020,
Handwalla Bwana,so, SOM,Seattle Sounders FC,22,"$1,100 ","$57,225 ",2020,
Brian White,us, USA,New York Red Bulls,23,"$1,100 ","$57,225 ",2020,
Wyatt Omsberg,us, USA,Minnesota United,24,"$1,100 ","$57,225 ",2020,
Cade Cowell,us, USA,San Jose Earthquakes,16,"$1,100 ","$57,225 ",2020,
Paul Marie,fr, FRA,San Jose Earthquakes,24,"$1,100 ","$57,225 ",2020,
Luis Argudo,us, USA,Inter Miami,24,"$1,100 ","$57,225 ",2020,
Justin Vom Steeg,us, USA,LA Galaxy,22,"$1,100 ","$57,225 ",2020,
Ayo Akinola,ca, CAN,Toronto FC,20,"$1,082 ","$56,256 ",2020,
Erik McCue,us, USA,Houston Dynamo,19,"$1,082 ","$56,250 ",2020,
Sam Junqua,us, USA,Houston Dynamo,23,"$1,082 ","$56,250 ",2020,
Jacob Shaffelburg,ca, CAN,Toronto FC,20,"$1,082 ","$56,250 ",2020,
Richie Laryea,ca, CAN,Toronto FC,25,"$1,082 ","$56,250 ",2020,
Luiz Fernando,br, BRA,Atlanta United,22,"$1,082 ","$56,250 ",2020,
DeJuan Jones,us, USA,New England Revolution,22,"$1,082 ","$56,250 ",2020,
Abdul Rwatubyaye,rw, RWA,Colorado Rapids,23,"$1,082 ","$56,250 ",2020,
Sebastian Anderson,us, USA,Colorado Rapids,17,"$1,082 ","$56,250 ",2020,
Chris Odoi-Atsem,us, USA,DC United,24,"$1,082 ","$56,250 ",2020,
Michee Ngalina,cd, COD,Philadelphia Union,19,"$1,082 ","$56,250 ",2020,
Kamal Miller,ca, CAN,Orlando City SC,22,"$1,082 ","$56,250 ",2020,
Cameron Duke,us, USA,Sporting Kansas City,18,"$1,082 ","$56,250 ",2020,
Chris Cadden,sct, SCO,Columbus Crew,23,"$1,082 ","$56,250 ",2020,
Danny Leyva,us, USA,Seattle Sounders FC,16,"$1,082 ","$56,250 ",2020,
Gedion Zelalem,us, USA,New York City FC,23,"$1,082 ","$56,250 ",2020,
Joe Scally,us, USA,New York City FC,17,"$1,082 ","$56,250 ",2020,
Justin Haak,us, USA,New York City FC,18,"$1,082 ","$56,250 ",2020,
Luis Barraza,us, USA,New York City FC,23,"$1,082 ","$56,250 ",2020,
Rece Buckmaster,us, USA,New York Red Bulls,23,"$1,082 ","$56,250 ",2020,
Sean Nealis,us, USA,New York Red Bulls,23,"$1,082 ","$56,250 ",2020,
Tom Barlow,us, USA,New York Red Bulls,24,"$1,082 ","$56,250 ",2020,
Adrien Perez,us, USA,LAFC,24,"$1,082 ","$56,250 ",2020,
Chase Gasper,us, USA,Minnesota United,24,"$1,082 ","$56,250 ",2020,
Hassani Dotson,us, USA,Minnesota United,22,"$1,082 ","$56,250 ",2020,
George Mukumbilwa,ca, CAN,Vancouver Whitecaps,20,"$1,082 ","$56,250 ",2020,
Michael Baldisimo,ca, CAN,Vancouver Whitecaps,19,"$1,082 ","$56,250 ",2020,
Simon Colyn,ca, CAN,Vancouver Whitecaps,17,"$1,082 ","$56,250 ",2020,
Thomas Hasal,ca, CAN,Vancouver Whitecaps,20,"$1,082 ","$56,250 ",2020,
Marvin Loría,cr, CRC,Portland Timbers,22,"$1,082 ","$56,250 ",2020,
Rashawn Dally,jm, JAM,FC Cincinnati,23,"$1,082 ","$56,250 ",2020,
Thomas McCabe,us, USA,FC Cincinnati,21,"$1,082 ","$56,250 ",2020,
Luis Arriaga,us, USA,Real Salt Lake,19,"$1,082 ","$56,250 ",2020,
Jeremiah Gutjahr,us, USA,Chicago Fire,22,"$1,082 ","$56,250 ",2020,
Amar Sejdic,us, USA,Montreal Impact,23,"$1,082 ","$56,250 ",2020,
Karifa Yao,ca, CAN,Montreal Impact,19,"$1,082 ","$56,250 ",2020,
Noble Okello,ca, CAN,Toronto FC,19,"$1,082 ","$56,245 ",2020,
Kyle Adams,nz, NZL,Houston Dynamo,23,"$1,077 ","$56,000 ",2020,
Luka Prpa,,,Houston Dynamo,22,"$1,077 ","$56,000 ",2020,
Marcelo Palomino,us, USA,Houston Dynamo,18,"$1,077 ","$56,000 ",2020,
Ifunanyachi Achara,us, USA,Toronto FC,22,"$1,077 ","$56,000 ",2020,
Jayden Nelson,ca, CAN,Toronto FC,17,"$1,077 ","$56,000 ",2020,
Julian Dunn-Johnson,,,Toronto FC,19,"$1,077 ","$56,000 ",2020,
Nyal Higgins,ca, CAN,Toronto FC,22,"$1,077 ","$56,000 ",2020,
